Level,X,Y,height
0,183,118,3
0,183,118,4
0,183,118,5
0,183,118,6
0,183,118,7
0,183,118,8
0,183,118,9
0,183,118,10
0,183,118,11
0,183,119,0
0,183,119,1
0,183,119,2
0,183,119,3
0,183,119,4
0,183,119,5
0,183,119,6
0,183,119,7
0,183,119,8
0,183,119,9
0,183,119,10
0,183,119,11
0,183,120,0
0,183,120,1
0,183,120,2
0,183,120,3
0,183,120,4
0,183,120,5
0,183,120,6
0,183,120,7
0,183,120,8
0,183,120,9
0,183,120,10
0,183,120,11
0,183,121,0
0,183,121,1
0,183,121,2
0,183,121,3
0,183,121,4
0,183,121,5
0,183,121,6
0,183,121,7
0,183,121,8
0,183,121,9
0,183,121,10
0,183,121,11
0,183,122,0
0,183,122,1
0,183,122,2
0,183,122,3
0,183,122,4
0,183,122,5
0,183,122,6
0,183,122,7
0,183,122,8
0,183,122,9
0,183,122,10
0,183,122,11
0,183,123,0
0,183,123,1
0,183,123,2
0,183,123,3
0,183,123,4
0,183,123,5
0,183,123,6
0,183,123,7
0,183,123,8
0,183,123,9
0,183,123,10
0,183,123,11
0,183,124,0
0,183,124,1
0,183,124,2
0,183,124,3
0,183,124,4
0,183,124,5
0,183,124,6
0,183,124,7
0,183,124,8
0,183,124,9
0,183,124,10
0,183,124,11
0,183,125,0
0,183,125,1
0,183,125,2
0,183,125,3
0,183,125,4
0,183,125,5
0,183,125,6
0,183,125,7
0,183,125,8
0,183,125,9
0,183,125,10
0,183,125,11
0,183,126,0
0,183,126,1
0,183,126,2
0,183,126,3
0,183,126,4
0,183,126,5
0,183,126,6
0,183,126,7
0,183,126,8
0,183,126,9
0,183,126,10
0,183,126,11
0,183,127,0
0,183,127,1
0,183,127,2
0,183,127,3
0,183,127,4
0,183,127,5
0,183,127,6
0,183,127,7
0,183,127,8
0,183,127,9
0,183,127,10
0,183,127,11
0,183,128,0
0,183,128,1
0,183,128,2
0,183,128,3
0,183,128,4
0,183,128,5
0,183,128,6
0,183,128,7
0,183,128,8
0,183,128,9
0,183,128,10
0,183,128,11
0,183,129,0
0,183,129,1
0,183,129,2
0,183,129,3
0,183,129,4
0,183,129,5
0,183,129,6
0,183,129,7
0,183,129,8
0,183,129,9
0,183,129,10
0,183,129,11
0,183,130,0
0,183,130,1
0,183,130,2
0,183,130,3
0,183,130,4
0,183,130,5
0,183,130,6
0,183,130,7
0,183,130,8
0,183,130,9
0,183,130,10
0,183,130,11
0,183,131,0
0,183,131,1
0,183,131,2
0,183,131,3
0,183,131,4
0,183,131,5
0,183,131,6
0,183,131,7
0,183,131,8
0,183,131,9
0,183,131,10
0,183,131,11
0,183,132,0
0,183,132,1
0,183,132,2
0,183,132,3
0,183,132,4
0,183,132,5
0,183,132,6
0,183,132,7
0,183,132,8
0,183,132,9
0,183,132,10
0,183,132,11
0,183,133,0
0,183,133,1
0,183,133,2
0,183,133,3
0,183,133,4
0,183,133,5
0,183,133,6
0,183,133,7
0,183,133,8
0,183,133,9
0,183,133,10
0,183,133,11
0,183,134,0
0,183,134,1
0,183,134,2
0,183,134,3
0,183,134,4
0,183,134,5
0,183,134,6
0,183,134,7
0,183,134,8
0,183,134,9
0,183,134,10
0,183,134,11
0,183,135,0
0,183,135,1
0,183,135,2
0,183,135,3
0,183,135,4
0,183,135,5
0,183,135,6
0,183,135,7
0,183,135,8
0,183,135,9
0,183,135,10
0,183,135,11
0,183,136,0
0,183,136,1
0,183,136,2
0,183,136,3
0,183,136,4
0,183,136,5
0,183,136,6
0,183,136,7
0,183,136,8
0,183,136,9
0,183,136,10
0,183,136,11
0,183,137,0
0,183,137,1
0,183,137,2
0,183,137,3
0,183,137,4
0,183,137,5
0,183,137,6
0,183,137,7
0,183,137,8
0,183,137,9
0,183,137,10
0,183,137,11
0,183,138,0
0,183,138,1
0,183,138,2
0,183,138,3
0,183,138,4
0,183,138,5
0,183,138,6
0,183,138,7
0,183,138,8
0,183,138,9
0,183,138,10
0,183,138,11
0,183,139,0
0,183,139,1
0,183,139,2
0,183,139,3
0,183,139,4
0,183,139,5
0,183,139,6
0,183,139,7
0,183,139,8
0,183,139,9
0,183,139,10
0,183,139,11
0,183,140,0
0,183,140,1
0,183,140,2
0,183,140,3
0,183,140,4
0,183,140,5
0,183,140,6
0,183,140,7
0,183,140,8
0,183,140,9
0,183,140,10
0,183,140,11
0,183,141,0
0,183,141,1
0,183,141,2
0,183,141,3
0,183,141,4
0,183,141,5
0,183,141,6
0,183,141,7
0,183,141,8
0,183,141,9
0,183,141,10
0,183,141,11
0,183,142,0
0,183,142,1
0,183,142,2
0,183,142,3
0,183,142,4
0,183,142,5
0,183,142,6
0,183,142,7
0,183,142,8
0,183,142,9
0,183,142,10
0,183,142,11
0,183,143,0
0,183,143,1
0,183,143,2
0,183,143,3
0,183,143,4
0,183,143,5
0,183,143,6
0,183,143,7
0,183,143,8
0,183,143,9
0,183,143,10
0,183,143,11
0,183,144,0
0,183,144,1
0,183,144,2
0,183,144,3
0,183,144,4
0,183,144,5
0,183,144,6
0,183,144,7
0,183,144,8
0,183,144,9
0,183,144,10
0,183,144,11
0,183,145,0
0,183,145,1
0,183,145,2
0,183,145,3
0,183,145,4
0,183,145,5
0,183,145,6
0,183,145,7
0,183,145,8
0,183,145,9
0,183,145,10
0,183,145,11
0,183,146,0
0,183,146,1
0,183,146,2
0,183,146,3
0,183,146,4
0,183,146,5
0,183,146,6
0,183,146,7
0,183,146,8
0,183,146,9
0,183,146,10
0,183,146,11
0,183,147,0
0,183,147,1
0,183,147,2
0,183,147,3
0,183,147,4
0,183,147,5
0,183,147,6
0,183,147,7
0,183,147,8
0,183,147,9
0,183,147,10
0,183,147,11
0,183,148,0
0,183,148,1
0,183,148,2
0,183,148,3
0,183,148,4
0,183,148,5
0,183,148,6
0,183,148,7
0,183,148,8
0,183,148,9
0,183,148,10
0,183,148,11
0,183,149,0
0,183,149,1
0,183,149,2
0,183,149,3
0,183,149,4
0,183,149,5
0,183,149,6
0,183,149,7
0,183,149,8
0,183,149,9
0,183,149,10
0,183,149,11
0,184,112,0
0,184,112,1
0,184,112,2
0,184,112,3
0,184,112,4
0,184,112,5
0,184,112,6
0,184,112,7
0,184,112,8
0,184,112,9
0,184,112,10
0,184,112,11
0,184,113,0
0,184,113,1
0,184,113,2
0,184,113,3
0,184,113,4
0,184,113,5
0,184,113,6
0,184,113,7
0,184,113,8
0,184,113,9
0,184,113,10
0,184,113,11
0,184,114,0
0,184,114,1
0,184,114,2
0,184,114,3
0,184,114,4
0,184,114,5
0,184,114,6
0,184,114,7
0,184,114,8
0,184,114,9
0,184,114,10
0,184,114,11
0,184,115,0
0,184,115,1
0,184,115,2
0,184,115,3
0,184,115,4
0,184,115,5
0,184,115,6
0,184,115,7
0,184,115,8
0,184,115,9
0,184,115,10
0,184,115,11
0,184,116,0
0,184,116,1
0,184,116,2
0,184,116,3
0,184,116,4
0,184,116,5
0,184,116,6
0,184,116,7
0,184,116,8
0,184,116,9
0,184,116,10
0,184,116,11
0,184,117,0
0,184,117,1
0,184,117,2
0,184,117,3
0,184,117,4
0,184,117,5
0,184,117,6
0,184,117,7
0,184,117,8
0,184,117,9
0,184,117,10
0,184,117,11
0,184,118,0
0,184,118,1
0,184,118,2
0,184,118,3
0,184,118,4
0,184,118,5
0,184,118,6
0,184,118,7
0,184,118,8
0,184,118,9
0,184,118,10
0,184,118,11
0,184,119,0
0,184,119,1
0,184,119,2
0,184,119,3
0,184,119,4
0,184,119,5
0,184,119,6
0,184,119,7
0,184,119,8
0,184,119,9
0,184,119,10
0,184,119,11
0,184,120,0
0,184,120,1
0,184,120,2
0,184,120,3
0,184,120,4
0,184,120,5
0,184,120,6
0,184,120,7
0,184,120,8
0,184,120,9
0,184,120,10
0,184,120,11
0,184,121,0
0,184,121,1
0,184,121,2
0,184,121,3
0,184,121,4
0,184,121,5
0,184,121,6
0,184,121,7
0,184,121,8
0,184,121,9
0,184,121,10
0,184,121,11
0,184,122,0
0,184,122,1
0,184,122,2
0,184,122,3
0,184,122,4
0,184,122,5
0,184,122,6
0,184,122,7
0,184,122,8
0,184,122,9
0,184,122,10
0,184,122,11
0,184,123,0
0,184,123,1
0,184,123,2
0,184,123,3
0,184,123,4
0,184,123,5
0,184,123,6
0,184,123,7
0,184,123,8
0,184,123,9
0,184,123,10
0,184,123,11
0,184,124,0
0,184,124,1
0,184,124,2
0,184,124,3
0,184,124,4
0,184,124,5
0,184,124,6
0,184,124,7
0,184,124,8
0,184,124,9
0,184,124,10
0,184,124,11
0,184,125,0
0,184,125,1
0,184,125,2
0,184,125,3
0,184,125,4
0,184,125,5
0,184,125,6
0,184,125,7
0,184,125,8
0,184,125,9
0,184,125,10
0,184,125,11
0,184,126,0
0,184,126,1
0,184,126,2
0,184,126,3
0,184,126,4
0,184,126,5
0,184,126,6
0,184,126,7
0,184,126,8
0,184,126,9
0,184,126,10
0,184,126,11
0,184,127,0
0,184,127,1
0,184,127,2
0,184,127,3
0,184,127,4
0,184,127,5
0,184,127,6
0,184,127,7
0,184,127,8
0,184,127,9
0,184,127,10
0,184,127,11
0,184,128,0
0,184,128,1
0,184,128,2
0,184,128,3
0,184,128,4
0,184,128,5
0,184,128,6
0,184,128,7
0,184,128,8
0,184,128,9
0,184,128,10
0,184,128,11
0,184,129,0
0,184,129,1
0,184,129,2
0,184,129,3
0,184,129,4
0,184,129,5
0,184,129,6
0,184,129,7
0,184,129,8
0,184,129,9
0,184,129,10
0,184,129,11
0,184,130,0
0,184,130,1
0,184,130,2
0,184,130,3
0,184,130,4
0,184,130,5
0,184,130,6
0,184,130,7
0,184,130,8
0,184,130,9
0,184,130,10
0,184,130,11
0,184,131,0
0,184,131,1
0,184,131,2
0,184,131,3
0,184,131,4
0,184,131,5
0,184,131,6
0,184,131,7
0,184,131,8
0,184,131,9
0,184,131,10
0,184,131,11
0,184,132,0
0,184,132,1
0,184,132,2
0,184,132,3
0,184,132,4
0,184,132,5
0,184,132,6
0,184,132,7
0,184,132,8
0,184,132,9
0,184,132,10
0,184,132,11
0,184,133,0
0,184,133,1
0,184,133,2
0,184,133,3
0,184,133,4
0,184,133,5
0,184,133,6
0,184,133,7
0,184,133,8
0,184,133,9
0,184,133,10
0,184,133,11
0,184,134,0
0,184,134,1
0,184,134,2
0,184,134,3
0,184,134,4
0,184,134,5
0,184,134,6
0,184,134,7
0,184,134,8
0,184,134,9
0,184,134,10
0,184,134,11
0,184,135,0
0,184,135,1
0,184,135,2
0,184,135,3
0,184,135,4
0,184,135,5
0,184,135,6
0,184,135,7
0,184,135,8
0,184,135,9
0,184,135,10
0,184,135,11
0,184,136,0
0,184,136,1
0,184,136,2
0,184,136,3
0,184,136,4
0,184,136,5
0,184,136,6
0,184,136,7
0,184,136,8
0,184,136,9
0,184,136,10
0,184,136,11
0,184,137,0
0,184,137,1
0,184,137,2
0,184,137,3
0,184,137,4
0,184,137,5
0,184,137,6
0,184,137,7
0,184,137,8
0,184,137,9
0,184,137,10
0,184,137,11
0,184,138,0
0,184,138,1
0,184,138,2
0,184,138,3
0,184,138,4
0,184,138,5
0,184,138,6
0,184,138,7
0,184,138,8
0,184,138,9
0,184,138,10
0,184,138,11
0,184,139,0
0,184,139,1
0,184,139,2
0,184,139,3
0,184,139,4
0,184,139,5
0,184,139,6
0,184,139,7
0,184,139,8
0,184,139,9
0,184,139,10
0,184,139,11
0,184,140,0
0,184,140,1
0,184,140,2
0,184,140,3
0,184,140,4
0,184,140,5
0,184,140,6
0,184,140,7
0,184,140,8
0,184,140,9
0,184,140,10
0,184,140,11
0,184,141,0
0,184,141,1
0,184,141,2
0,184,141,3
0,184,141,4
0,184,141,5
0,184,141,6
0,184,141,7
0,184,141,8
0,184,141,9
0,184,141,10
0,184,141,11
0,184,142,0
0,184,142,1
0,184,142,2
0,184,142,3
0,184,142,4
0,184,142,5
0,184,142,6
0,184,142,7
0,184,142,8
0,184,142,9
0,184,142,10
0,184,142,11
0,184,143,0
0,184,143,1
0,184,143,2
0,184,143,3
0,184,143,4
0,184,143,5
0,184,143,6
0,184,143,7
0,184,143,8
0,184,143,9
0,184,143,10
0,184,143,11
0,184,144,0
0,184,144,1
0,184,144,2
0,184,144,3
0,184,144,4
0,184,144,5
0,184,144,6
0,184,144,7
0,184,144,8
0,184,144,9
0,184,144,10
0,184,144,11
0,184,145,0
0,184,145,1
0,184,145,2
0,184,145,3
0,184,145,4
0,184,145,5
0,184,145,6
0,184,145,7
0,184,145,8
0,184,145,9
0,184,145,10
0,184,145,11
0,184,146,0
0,184,146,1
0,184,146,2
0,184,146,3
0,184,146,4
0,184,146,5
0,184,146,6
0,184,146,7
0,184,146,8
0,184,146,9
0,184,146,10
0,184,146,11
0,184,147,0
0,184,147,1
0,184,147,2
0,184,147,3
0,184,147,4
0,184,147,5
0,184,147,6
0,184,147,7
0,184,147,8
0,184,147,9
0,184,147,10
0,184,147,11
0,184,148,0
0,184,148,1
0,184,148,2
0,184,148,3
0,184,148,4
0,184,148,5
0,184,148,6
0,184,148,7
0,184,148,8
0,184,148,9
0,184,148,10
0,184,148,11
0,184,149,0
0,184,149,1
0,184,149,2
0,184,149,3
0,184,149,4
0,184,149,5
0,184,149,6
0,184,149,7
0,184,149,8
0,184,149,9
0,184,149,10
0,184,149,11
0,185,112,0
0,185,112,1
0,185,112,2
0,185,112,3
0,185,112,4
0,185,112,5
0,185,112,6
0,185,112,7
0,185,112,8
0,185,112,9
0,185,112,10
0,185,112,11
0,185,113,0
0,185,113,1
0,185,113,2
0,185,113,3
0,185,113,4
0,185,113,5
0,185,113,6
0,185,113,7
0,185,113,8
0,185,113,9
0,185,113,10
0,185,113,11
0,185,114,0
0,185,114,1
0,185,114,2
0,185,114,3
0,185,114,4
0,185,114,5
0,185,114,6
0,185,114,7
0,185,114,8
0,185,114,9
0,185,114,10
0,185,114,11
0,185,115,0
0,185,115,1
0,185,115,2
0,185,115,3
0,185,115,4
0,185,115,5
0,185,115,6
0,185,115,7
0,185,115,8
0,185,115,9
0,185,115,10
0,185,115,11
0,185,116,0
0,185,116,1
0,185,116,2
0,185,116,3
0,185,116,4
0,185,116,5
0,185,116,6
0,185,116,7
0,185,116,8
0,185,116,9
0,185,116,10
0,185,116,11
0,185,117,0
0,185,117,1
0,185,117,2
0,185,117,3
0,185,117,4
0,185,117,5
0,185,117,6
0,185,117,7
0,185,117,8
0,185,117,9
0,185,117,10
0,185,117,11
0,185,118,0
0,185,118,1
0,185,118,2
0,185,118,3
0,185,118,4
0,185,118,5
0,185,118,6
0,185,118,7
0,185,118,8
0,185,118,9
0,185,118,10
0,185,118,11
0,185,119,0
0,185,119,1
0,185,119,2
0,185,119,3
0,185,119,4
0,185,119,5
0,185,119,6
0,185,119,7
0,185,119,8
0,185,119,9
0,185,119,10
0,185,119,11
0,185,120,0
0,185,120,1
0,185,120,2
0,185,120,3
0,185,120,4
0,185,120,5
0,185,120,6
0,185,120,7
0,185,120,8
0,185,120,9
0,185,120,10
0,185,120,11
0,185,121,0
0,185,121,1
0,185,121,2
0,185,121,3
0,185,121,4
0,185,121,5
0,185,121,6
0,185,121,7
0,185,121,8
0,185,121,9
0,185,121,10
0,185,121,11
0,185,122,0
0,185,122,1
0,185,122,2
0,185,122,3
0,185,122,4
0,185,122,5
0,185,122,6
0,185,122,7
0,185,122,8
0,185,122,9
0,185,122,10
0,185,122,11
0,185,123,0
0,185,123,1
0,185,123,2
0,185,123,3
0,185,123,4
0,185,123,5
0,185,123,6
0,185,123,7
0,185,123,8
0,185,123,9
0,185,123,10
0,185,123,11
0,185,124,0
0,185,124,1
0,185,124,2
0,185,124,3
0,185,124,4
0,185,124,5
0,185,124,6
0,185,124,7
0,185,124,8
0,185,124,9
0,185,124,10
0,185,124,11
0,185,125,0
0,185,125,1
0,185,125,2
0,185,125,3
0,185,125,4
0,185,125,5
0,185,125,6
0,185,125,7
0,185,125,8
0,185,125,9
0,185,125,10
0,185,125,11
0,185,126,0
0,185,126,1
0,185,126,2
0,185,126,3
0,185,126,4
0,185,126,5
0,185,126,6
0,185,126,7
0,185,126,8
0,185,126,9
0,185,126,10
0,185,126,11
0,185,127,0
0,185,127,1
0,185,127,2
0,185,127,3
0,185,127,4
0,185,127,5
0,185,127,6
0,185,127,7
0,185,127,8
0,185,127,9
0,185,127,10
0,185,127,11
0,185,128,0
0,185,128,1
0,185,128,2
0,185,128,3
0,185,128,4
0,185,128,5
0,185,128,6
0,185,128,7
0,185,128,8
0,185,128,9
0,185,128,10
0,185,128,11
0,185,129,0
0,185,129,1
0,185,129,2
0,185,129,3
0,185,129,4
0,185,129,5
0,185,129,6
0,185,129,7
0,185,129,8
0,185,129,9
0,185,129,10
0,185,129,11
0,185,130,0
0,185,130,1
0,185,130,2
0,185,130,3
0,185,130,4
0,185,130,5
0,185,130,6
0,185,130,7
0,185,130,8
0,185,130,9
0,185,130,10
0,185,130,11
0,185,131,0
0,185,131,1
0,185,131,2
0,185,131,3
0,185,131,4
0,185,131,5
0,185,131,6
0,185,131,7
0,185,131,8
0,185,131,9
0,185,131,10
0,185,131,11
0,185,132,0
0,185,132,1
0,185,132,2
0,185,132,3
0,185,132,4
0,185,132,5
0,185,132,6
0,185,132,7
0,185,132,8
0,185,132,9
0,185,132,10
0,185,132,11
0,185,133,0
0,185,133,1
0,185,133,2
0,185,133,3
0,185,133,4
0,185,133,5
0,185,133,6
0,185,133,7
0,185,133,8
0,185,133,9
0,185,133,10
0,185,133,11
0,185,134,0
0,185,134,1
0,185,134,2
0,185,134,3
0,185,134,4
0,185,134,5
0,185,134,6
0,185,134,7
0,185,134,8
0,185,134,9
0,185,134,10
0,185,134,11
0,185,135,0
0,185,135,1
0,185,135,2
0,185,135,3
0,185,135,4
0,185,135,5
0,185,135,6
0,185,135,7
0,185,135,8
0,185,135,9
0,185,135,10
0,185,135,11
0,185,136,0
0,185,136,1
0,185,136,2
0,185,136,3
0,185,136,4
0,185,136,5
0,185,136,6
0,185,136,7
0,185,136,8
0,185,136,9
0,185,136,10
0,185,136,11
0,185,137,0
0,185,137,1
0,185,137,2
0,185,137,3
0,185,137,4
0,185,137,5
0,185,137,6
0,185,137,7
0,185,137,8
0,185,137,9
0,185,137,10
0,185,137,11
0,185,138,0
0,185,138,1
0,185,138,2
0,185,138,3
0,185,138,4
0,185,138,5
0,185,138,6
0,185,138,7
0,185,138,8
0,185,138,9
0,185,138,10
0,185,138,11
0,185,139,0
0,185,139,1
0,185,139,2
0,185,139,3
0,185,139,4
0,185,139,5
0,185,139,6
0,185,139,7
0,185,139,8
0,185,139,9
0,185,139,10
0,185,139,11
0,185,140,0
0,185,140,1
0,185,140,2
0,185,140,3
0,185,140,4
0,185,140,5
0,185,140,6
0,185,140,7
0,185,140,8
0,185,140,9
0,185,140,10
0,185,140,11
0,185,141,0
0,185,141,1
0,185,141,2
0,185,141,3
0,185,141,4
0,185,141,5
0,185,141,6
0,185,141,7
0,185,141,8
0,185,141,9
0,185,141,10
0,185,141,11
0,185,142,0
0,185,142,1
0,185,142,2
0,185,142,3
0,185,142,4
0,185,142,5
0,185,142,6
0,185,142,7
0,185,142,8
0,185,142,9
0,185,142,10
0,185,142,11
0,185,143,0
0,185,143,1
0,185,143,2
0,185,143,3
0,185,143,4
0,185,143,5
0,185,143,6
0,185,143,7
0,185,143,8
0,185,143,9
0,185,143,10
0,185,143,11
0,185,144,0
0,185,144,1
0,185,144,2
0,185,144,3
0,185,144,4
0,185,144,5
0,185,144,6
0,185,144,7
0,185,144,8
0,185,144,9
0,185,144,10
0,185,144,11
0,185,145,0
0,185,145,1
0,185,145,2
0,185,145,3
0,185,145,4
0,185,145,5
0,185,145,6
0,185,145,7
0,185,145,8
0,185,145,9
0,185,145,10
0,185,145,11
0,185,146,0
0,185,146,1
0,185,146,2
0,185,146,3
0,185,146,4
0,185,146,5
0,185,146,6
0,185,146,7
0,185,146,8
0,185,146,9
0,185,146,10
0,185,146,11
0,185,147,0
0,185,147,1
0,185,147,2
0,185,147,3
0,185,147,4
0,185,147,5
0,185,147,6
0,185,147,7
0,185,147,8
0,185,147,9
0,185,147,10
0,185,147,11
0,185,148,0
0,185,148,1
0,185,148,2
0,185,148,3
0,185,148,4
0,185,148,5
0,185,148,6
0,185,148,7
0,185,148,8
0,185,148,9
0,185,148,10
0,185,148,11
0,185,149,0
0,185,149,1
0,185,149,2
0,185,149,3
0,185,149,4
0,185,149,5
0,185,149,6
0,185,149,7
0,185,149,8
0,185,149,9
0,185,149,10
0,185,149,11
0,186,112,0
0,186,112,1
0,186,112,2
0,186,112,3
0,186,112,4
0,186,112,5
0,186,112,6
0,186,112,7
0,186,112,8
0,186,112,9
0,186,112,10
0,186,112,11
0,186,113,0
0,186,113,1
0,186,113,2
0,186,113,3
0,186,113,4
0,186,113,5
0,186,113,6
0,186,113,7
0,186,113,8
0,186,113,9
0,186,113,10
0,186,113,11
0,186,114,0
0,186,114,1
0,186,114,2
0,186,114,3
0,186,114,4
0,186,114,5
0,186,114,6
0,186,114,7
0,186,114,8
0,186,114,9
0,186,114,10
0,186,114,11
0,186,115,0
0,186,115,1
0,186,115,2
0,186,115,3
0,186,115,4
0,186,115,5
0,186,115,6
0,186,115,7
0,186,115,8
0,186,115,9
0,186,115,10
0,186,115,11
0,186,116,0
0,186,116,1
0,186,116,2
0,186,116,3
0,186,116,4
0,186,116,5
0,186,116,6
0,186,116,7
0,186,116,8
0,186,116,9
0,186,116,10
0,186,116,11
0,186,117,0
0,186,117,1
0,186,117,2
0,186,117,3
0,186,117,4
0,186,117,5
0,186,117,6
0,186,117,7
0,186,117,8
0,186,117,9
0,186,117,10
0,186,117,11
0,186,118,0
0,186,118,1
0,186,118,2
0,186,118,3
0,186,118,4
0,186,118,5
0,186,118,6
0,186,118,7
0,186,118,8
0,186,118,9
0,186,118,10
0,186,118,11
0,186,119,0
0,186,119,1
0,186,119,2
0,186,119,3
0,186,119,4
0,186,119,5
0,186,119,6
0,186,119,7
0,186,119,8
0,186,119,9
0,186,119,10
0,186,119,11
0,186,120,0
0,186,120,1
0,186,120,2
0,186,120,3
0,186,120,4
0,186,120,5
0,186,120,6
0,186,120,7
0,186,120,8
0,186,120,9
0,186,120,10
0,186,120,11
0,186,121,0
0,186,121,1
0,186,121,2
0,186,121,3
0,186,121,4
0,186,121,5
0,186,121,6
0,186,121,7
0,186,121,8
0,186,121,9
0,186,121,10
0,186,121,11
0,186,122,0
0,186,122,1
0,186,122,2
0,186,122,3
0,186,122,4
0,186,122,5
0,186,122,6
0,186,122,7
0,186,122,8
0,186,122,9
0,186,122,10
0,186,122,11
0,186,123,0
0,186,123,1
0,186,123,2
0,186,123,3
0,186,123,4
0,186,123,5
0,186,123,6
0,186,123,7
0,186,123,8
0,186,123,9
0,186,123,10
0,186,123,11
0,186,124,0
0,186,124,1
0,186,124,2
0,186,124,3
0,186,124,4
0,186,124,5
0,186,124,6
0,186,124,7
0,186,124,8
0,186,124,9
0,186,124,10
0,186,124,11
0,186,125,0
0,186,125,1
0,186,125,2
0,186,125,3
0,186,125,4
0,186,125,5
0,186,125,6
0,186,125,7
0,186,125,8
0,186,125,9
0,186,125,10
0,186,125,11
0,186,126,0
0,186,126,1
0,186,126,2
0,186,126,3
0,186,126,4
0,186,126,5
0,186,126,6
0,186,126,7
0,186,126,8
0,186,126,9
0,186,126,10
0,186,126,11
0,186,127,0
0,186,127,1
0,186,127,2
0,186,127,3
0,186,127,4
0,186,127,5
0,186,127,6
0,186,127,7
0,186,127,8
0,186,127,9
0,186,127,10
0,186,127,11
0,186,128,0
0,186,128,1
0,186,128,2
0,186,128,3
0,186,128,4
0,186,128,5
0,186,128,6
0,186,128,7
0,186,128,8
0,186,128,9
0,186,128,10
0,186,128,11
0,186,129,0
0,186,129,1
0,186,129,2
0,186,129,3
0,186,129,4
0,186,129,5
0,186,129,6
0,186,129,7
0,186,129,8
0,186,129,9
0,186,129,10
0,186,129,11
0,186,130,0
0,186,130,1
0,186,130,2
0,186,130,3
0,186,130,4
0,186,130,5
0,186,130,6
0,186,130,7
0,186,130,8
0,186,130,9
0,186,130,10
0,186,130,11
0,186,131,0
0,186,131,1
0,186,131,2
0,186,131,3
0,186,131,4
0,186,131,5
0,186,131,6
0,186,131,7
0,186,131,8
0,186,131,9
0,186,131,10
0,186,131,11
0,186,132,0
0,186,132,1
0,186,132,2
0,186,132,3
0,186,132,4
0,186,132,5
0,186,132,6
0,186,132,7
0,186,132,8
0,186,132,9
0,186,132,10
0,186,132,11
0,186,133,0
0,186,133,1
0,186,133,2
0,186,133,3
0,186,133,4
0,186,133,5
0,186,133,6
0,186,133,7
0,186,133,8
0,186,133,9
0,186,133,10
0,186,133,11
0,186,134,0
0,186,134,1
0,186,134,2
0,186,134,3
0,186,134,4
0,186,134,5
0,186,134,6
0,186,134,7
0,186,134,8
0,186,134,9
0,186,134,10
0,186,134,11
0,186,135,0
0,186,135,1
0,186,135,2
0,186,135,3
0,186,135,4
0,186,135,5
0,186,135,6
0,186,135,7
0,186,135,8
0,186,135,9
0,186,135,10
0,186,135,11
0,186,136,0
0,186,136,1
0,186,136,2
0,186,136,3
0,186,136,4
0,186,136,5
0,186,136,6
0,186,136,7
0,186,136,8
0,186,136,9
0,186,136,10
0,186,136,11
0,186,137,0
0,186,137,1
0,186,137,2
0,186,137,3
0,186,137,4
0,186,137,5
0,186,137,6
0,186,137,7
0,186,137,8
0,186,137,9
0,186,137,10
0,186,137,11
0,186,138,0
0,186,138,1
0,186,138,2
0,186,138,3
0,186,138,4
0,186,138,5
0,186,138,6
0,186,138,7
0,186,138,8
0,186,138,9
0,186,138,10
0,186,138,11
0,186,139,0
0,186,139,1
0,186,139,2
0,186,139,3
0,186,139,4
0,186,139,5
0,186,139,6
0,186,139,7
0,186,139,8
0,186,139,9
0,186,139,10
0,186,139,11
0,186,140,0
0,186,140,1
0,186,140,2
0,186,140,3
0,186,140,4
0,186,140,5
0,186,140,6
0,186,140,7
0,186,140,8
0,186,140,9
0,186,140,10
0,186,140,11
0,186,141,0
0,186,141,1
0,186,141,2
0,186,141,3
0,186,141,4
0,186,141,5
0,186,141,6
0,186,141,7
0,186,141,8
0,186,141,9
0,186,141,10
0,186,141,11
0,186,142,0
0,186,142,1
0,186,142,2
0,186,142,3
0,186,142,4
0,186,142,5
0,186,142,6
0,186,142,7
0,186,142,8
0,186,142,9
0,186,142,10
0,186,142,11
0,186,143,0
0,186,143,1
0,186,143,2
0,186,143,3
0,186,143,4
0,186,143,5
0,186,143,6
0,186,143,7
0,186,143,8
0,186,143,9
0,186,143,10
0,186,143,11
0,186,144,0
0,186,144,1
0,186,144,2
0,186,144,3
0,186,144,4
0,186,144,5
0,186,144,6
0,186,144,7
0,186,144,8
0,186,144,9
0,186,144,10
0,186,144,11
0,186,145,0
0,186,145,1
0,186,145,2
0,186,145,3
0,186,145,4
0,186,145,5
0,186,145,6
0,186,145,7
0,186,145,8
0,186,145,9
0,186,145,10
0,186,145,11
0,186,146,0
0,186,146,1
0,186,146,2
0,186,146,3
0,186,146,4
0,186,146,5
0,186,146,6
0,186,146,7
0,186,146,8
0,186,146,9
0,186,146,10
0,186,146,11
0,186,147,0
0,186,147,1
0,186,147,2
0,186,147,3
0,186,147,4
0,186,147,5
0,186,147,6
0,186,147,7
0,186,147,8
0,186,147,9
0,186,147,10
0,186,147,11
0,186,148,0
0,186,148,1
0,186,148,2
0,186,148,3
0,186,148,4
0,186,148,5
0,186,148,6
0,186,148,7
0,186,148,8
0,186,148,9
0,186,148,10
0,186,148,11
0,186,149,0
0,186,149,1
0,186,149,2
0,186,149,3
0,186,149,4
0,186,149,5
0,186,149,6
0,186,149,7
0,186,149,8
0,186,149,9
0,186,149,10
